OBTS;OBTS, sec;Slew;Mode;Submode;ARO;;aRoll_est;aPitch_est;aYaw_est;;rRoll_meas;rPitch_meas;rYaw_meas;;aSunEl;aSunAz;SemiMajAxis;;flg_Mag;flg_Sun;flg_Star;flg_MagEst;flg_SunEst;flg_StarEst;flg_GyroEst;flg_PropStep;flg_Ctrl;flg_SS-CPM;;op_MRW1_tm;op_MRW2_tm;op_MRW3_tm;op_MRW4_tm;op_STR1_tm;op_STR2_tm;op_MRW1_meas;op_MRW2_meas;op_MRW3_meas;op_MRW4_meas;op_STR1_meas;op_STR2_meas;op_STR_av;op_Gyro;;sta_SS_tm;sta_Gyro_tm;sta_MTM_tm;sta_SRW1_tm;sta_SS_meas;sta_Gyro_meas;sta_MTM_meas;sta_SRW1_meas;sta_Gyro-MTM;sta_SS-Gyro;sta_BodyHdot;sta_TotalHdot;sta_Rate;sta_SunHold;sta_Gyro_alarm0;sta_Gyro_alarm1;sta_Gyro_alarm2;sta_SRW2_tm;sta_SRW2_meas;sta_SRW3_tm;sta_SRW3_meas;sta_SRW4_tm;sta_SRW4_meas;sta_Mdump;sta_SunVec_meas;sta_MagVec_meas;sta_2SunVec;;cfg_ADCS;cfg_OBC;cfg_AIM;cfg_AIMB;cfg_Gyro;cfg_SRW1;cfg_SRW2;cfg_SRW3;cfg_SRW4;cfg_MRW1;cfg_MRW2;cfg_MRW3;cfg_MRW4;cfg_STR1;cfg_STR2;cfg_CAN;;Mode_inactive;Submode_inactive;;StatusFlags;GuiStatus;
137, 00:06:51;11837211;0;3;31;1060;;0,000781;-0,004866;-0,002936;;0,194094;-0,109239;-0,126119;;-10,061725;11,373216;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:01;11837221;0;3;31;1060;;0,002946;-0,000621;0,000141;;0,194094;-0,119415;-0,146505;;-10,709764;11,377955;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:11;11837231;0;3;31;1060;;0,002627;0,002176;0,000816;;0,188974;-0,119415;-0,131197;;-11,398567;11,373359;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:21;11837241;0;3;31;1060;;0,000653;0,001332;0,001228;;0,188974;-0,124341;-0,120992;;-12,247074;11,423898;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:31;11837251;0;3;31;1060;;0,000068;0,001727;0,002108;;0,173614;-0,109077;-0,146505;;-13,096519;11,456844;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:41;11837261;0;3;31;1060;;-0,000826;0,001110;0,000742;;0,173468;-0,103989;-0,120992;;-13,787982;11,477652;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:07:51;11837271;0;3;31;1060;;-0,000314;0,000496;-0,000190;;0,193948;-0,103989;-0,151607;;-14,412538;11,517517;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:01;11837281;0;3;31;1060;;0,000477;0,000486;0,000899;;0,183708;-0,119253;-0,115866;;-15,018444;11,446558;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:11;11837291;0;3;31;1060;;-0,000397;-0,000392;0,000292;;0,188828;-0,129429;-0,120968;;-15,687782;11,539248;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:21;11837301;0;3;31;1060;;-0,000773;0,000368;-0,001362;;0,183708;-0,119253;-0,151583;;-16,401716;11,617824;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:31;11837311;0;3;31;1060;;0,000354;-0,000323;-0,000130;;0,173468;-0,114002;-0,100558;;-17,139500;11,631663;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:41;11837321;0;3;31;1060;;0,001432;0,000125;0,000223;;0,183708;-0,114002;-0,105661;;-17,900053;11,696963;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:08:51;11837331;0;3;31;1060;;-0,000331;-0,000961;0,000451;;0,178443;-0,098738;-0,141378;;-18,617102;11,734779;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:01;11837341;0;3;31;1060;;-0,000414;-0,001034;0,000418;;0,188683;-0,119090;-0,141378;;-19,312153;11,801626;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:11;11837351;0;3;31;1060;;-0,000038;-0,001160;-0,000423;;0,204043;-0,103826;-0,115842;;-19,918394;11,842187;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:21;11837361;0;3;31;1060;;0,001324;0,000664;0,001678;;0,183563;-0,103826;-0,110739;;-20,570042;11,876148;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:31;11837371;0;3;31;1060;;0,000274;-0,000518;0,000789;;0,178443;-0,108914;-0,131149;;-21,200996;11,945116;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:41;11837381;0;3;31;1060;;0,000033;-0,000463;0,000394;;0,173323;-0,113839;-0,126047;;-21,855473;12,044590;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:09:51;11837391;0;3;31;1060;;0,000021;-0,000258;0,000982;;0,193657;-0,118927;-0,141354;;-22,554304;12,116153;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:01;11837401;0;3;31;1060;;-0,000057;-0,000370;0,000313;;0,183417;-0,108751;-0,110739;;-23,254387;12,124400;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:11;11837411;0;3;31;1060;;-0,001409;-0,000610;-0,000380;;0,193657;-0,124015;-0,126023;;-23,994520;12,264286;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:21;11837421;0;3;31;1060;;-0,000125;-0,001239;-0,001329;;0,183417;-0,124015;-0,126023;;-24,668823;12,348340;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:31;11837431;0;3;31;1060;;0,000447;-0,000371;-0,000459;;0,178297;-0,129103;-0,131125;;-25,298063;12,409164;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:41;11837441;0;3;31;1060;;0,000315;-0,000064;0,000428;;0,188537;-0,108751;-0,126023;;-25,858061;12,463795;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:10:51;11837451;0;3;31;1060;;-0,000108;-0,000957;-0,000218;;0,188392;-0,098412;-0,115818;;-26,423706;12,525643;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:01;11837461;0;3;31;1060;;0,002615;0,000236;0,002339;;0,188392;-0,118764;-0,146433;;-26,903667;12,573384;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:11;11837471;0;3;31;1060;;-0,000587;-0,000853;-0,000527;;0,178152;-0,108588;-0,126023;;-27,452427;12,634959;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:21;11837481;0;3;31;1060;;-0,000145;-0,001392;-0,000205;;0,188392;-0,113676;-0,100486;;-28,053217;12,729321;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:31;11837491;0;3;31;1060;;0,001177;-0,000125;0,001350;;0,178152;-0,123852;-0,131101;;-28,719427;12,838230;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:41;11837501;0;3;31;1060;;-0,000351;-0,000514;0,000946;;0,193512;-0,108588;-0,141306;;-29,401670;12,950628;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:11:51;11837511;0;3;31;1060;;0,000379;-0,000034;0,001272;;0,183272;-0,123852;-0,100486;;-30,110842;12,880054;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:01;11837521;0;3;31;1060;;0,000320;-0,000587;0,000157;;0,183272;-0,093162;-0,136204;;-30,836277;12,972999;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:11;11837531;0;3;31;1060;;-0,000009;-0,000332;0,000857;;0,178008;-0,098249;-0,136204;;-31,579659;13,082184;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:21;11837541;0;3;31;1060;;0,000531;0,000528;-0,000323;;0,162647;-0,133865;-0,120872;;-32,283787;13,118982;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:31;11837551;0;3;31;1060;;-0,000282;0,000617;-0,001023;;0,188248;-0,108425;-0,136180;;-32,983707;13,183832;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:41;11837561;0;3;31;1060;;0,000637;-0,000047;-0,000444;;0,183128;-0,098249;-0,115770;;-33,357288;13,224658;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:12:51;11837571;0;3;31;1060;;-0,000056;-0,000327;-0,000289;;0,188248;-0,077898;-0,105565;;-33,921036;13,296156;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:01;11837581;0;3;31;1060;;-0,000961;-0,000564;0,000026;;0,188103;-0,103337;-0,151488;;-34,486080;13,390771;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:11;11837591;0;3;31;1060;;0,001515;-0,000386;0,001266;;0,188103;-0,113351;-0,131078;;-35,071671;13,467695;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:21;11837601;0;3;31;1060;;0,001300;-0,000153;0,000439;;0,182983;-0,108263;-0,125975;;-35,978489;13,573309;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:31;11837611;0;3;31;1060;;0,001208;-0,000152;0,001579;;0,193223;-0,103175;-0,115770;;-36,734112;13,683560;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:41;11837621;0;3;31;1060;;0,000050;-0,000417;0,001140;;0,182983;-0,103175;-0,115746;;-37,537415;13,803165;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:13:51;11837631;0;3;31;1060;;-0,000271;-0,001043;0,000909;;0,182983;-0,092999;-0,136156;;-38,302132;13,978966;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:14:01;11837641;0;3;31;1060;;0,000227;-0,001196;0,000237;;0,182983;-0,108263;-0,141259;;-38,995884;14,118567;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:14:11;11837651;0;3;31;1060;;0,000369;-0,000788;0,000487;;0,182839;-0,108263;-0,136156;;-39,655514;14,216712;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:14:31;11837671;0;3;31;1060;;-0,000369;-0,000557;-0,000352;;0,187959;-0,092836;-0,120849;;-40,992641;14,446215;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:14:41;11837681;0;3;31;1060;;0,000218;0,000863;0,000164;;0,193079;-0,113188;-0,125951;;-41,651497;14,575284;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:14:51;11837691;0;3;31;1060;;0,001039;0,000610;0,000182;;0,182839;-0,108100;-0,131030;;-42,308517;14,738014;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:15:01;11837701;0;3;31;1060;;0,000194;-0,000559;0,000360;;0,187959;-0,108100;-0,110620;;-42,867470;14,832176;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:15:11;11837711;0;3;31;1060;;0,000236;-0,000291;-0,001091;;0,177719;-0,103012;-0,131030;;-43,510174;15,013382;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:15:31;11837731;0;3;31;1060;;0,000721;0,001115;0,000557;;0,172455;-0,108100;-0,146338;;-44,823296;15,403516;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:15:41;11837741;0;3;31;1060;;0,000275;-0,000031;0,000576;;0,182695;-0,102849;-0,131030;;-45,508984;15,606176;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:15:51;11837751;0;3;31;1060;;0,001186;-0,001002;0,000931;;0,182695;-0,113025;-0,151417;;-46,220108;15,793858;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:16:01;11837761;0;3;31;1060;;0,001002;-0,000172;0,000299;;0,177575;-0,123201;-0,131007;;-46,916061;15,983654;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:16:11;11837771;0;3;31;1060;;0,000458;-0,000606;-0,000215;;0,187815;-0,077409;-0,125904;;-47,616554;16,179684;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:16:21;11837781;0;3;31;1060;;-0,000124;0,000514;0,000491;;0,167191;-0,118113;-0,131007;;-48,351078;16,422752;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:16:31;11837791;0;3;31;1060;;0,000441;0,000237;0,000694;;0,177431;-0,113025;-0,141212;;-49,070660;16,651369;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 00:16:41;11837801;0;3;31;1060;;-0,000994;-0,000347;0,000032;;0,172311;-0,113025;-0,115699;;-49,750061;16,930729;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
