OBTS;OBTS, sec;Slew;Mode;Submode;ARO;;aRoll_est;aPitch_est;aYaw_est;;rRoll_meas;rPitch_meas;rYaw_meas;;aSunEl;aSunAz;SemiMajAxis;;flg_Mag;flg_Sun;flg_Star;flg_MagEst;flg_SunEst;flg_StarEst;flg_GyroEst;flg_PropStep;flg_Ctrl;flg_SS-CPM;;op_MRW1_tm;op_MRW2_tm;op_MRW3_tm;op_MRW4_tm;op_STR1_tm;op_STR2_tm;op_MRW1_meas;op_MRW2_meas;op_MRW3_meas;op_MRW4_meas;op_STR1_meas;op_STR2_meas;op_STR_av;op_Gyro;;sta_SS_tm;sta_Gyro_tm;sta_MTM_tm;sta_SRW1_tm;sta_SS_meas;sta_Gyro_meas;sta_MTM_meas;sta_SRW1_meas;sta_Gyro-MTM;sta_SS-Gyro;sta_BodyHdot;sta_TotalHdot;sta_Rate;sta_SunHold;sta_Gyro_alarm0;sta_Gyro_alarm1;sta_Gyro_alarm2;sta_SRW2_tm;sta_SRW2_meas;sta_SRW3_tm;sta_SRW3_meas;sta_SRW4_tm;sta_SRW4_meas;sta_Mdump;sta_SunVec_meas;sta_MagVec_meas;sta_2SunVec;;cfg_ADCS;cfg_OBC;cfg_AIM;cfg_AIMB;cfg_Gyro;cfg_SRW1;cfg_SRW2;cfg_SRW3;cfg_SRW4;cfg_MRW1;cfg_MRW2;cfg_MRW3;cfg_MRW4;cfg_STR1;cfg_STR2;cfg_CAN;;Mode_inactive;Submode_inactive;;StatusFlags;GuiStatus;
137, 01:31:11;11842271;0;3;31;1060;;0,000260;-0,000227;0,000430;;0,184440;-0,119903;-0,161910;;25,140150;12,567646;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:31:21;11842281;0;3;31;1060;;0,000951;-0,000395;0,000472;;0,174053;-0,104640;-0,121090;;24,447590;12,509992;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:31:31;11842291;0;3;31;1060;;0,000684;0,000575;0,000123;;0,194533;-0,104640;-0,110885;;23,750559;12,334155;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:31:41;11842301;0;3;31;1060;;0,001340;0,000822;-0,000063;;0,189413;-0,114653;-0,110885;;23,098085;12,341007;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:31:51;11842311;0;3;31;1060;;0,000428;-0,000538;0,000102;;0,184293;-0,114653;-0,136397;;22,433041;12,249021;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:01;11842321;0;3;31;1060;;0,001018;0,000054;0,000420;;0,184293;-0,114653;-0,161910;;21,782337;12,159989;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:11;11842331;0;3;31;1060;;-0,000169;-0,000351;-0,000895;;0,179173;-0,124829;-0,131295;;21,151222;12,142583;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:21;11842341;0;3;31;1060;;0,001306;-0,000461;0,000539;;0,179173;-0,114653;-0,131270;;20,497055;12,085995;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:31;11842351;0;3;31;1060;;0,000079;-0,000697;0,000882;;0,184293;-0,124829;-0,105758;;19,854876;11,979940;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:41;11842361;0;3;31;1060;;0,000738;-0,000828;0,000129;;0,168786;-0,119741;-0,121065;;19,213623;11,945938;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:32:51;11842371;0;3;31;1060;;-0,000383;-0,000912;-0,000750;;0,173906;-0,109402;-0,126168;;18,600328;11,892699;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:01;11842381;0;3;31;1060;;-0,000549;0,000752;0,000251;;0,189266;-0,129754;-0,141475;;17,935896;11,835996;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:11;11842391;0;3;31;1060;;0,000079;0,000743;-0,000078;;0,168786;-0,134842;-0,105758;;17,298510;11,760177;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:21;11842401;0;3;31;1060;;-0,000143;0,000069;0,000772;;0,168786;-0,119578;-0,115938;;16,715889;11,650168;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:31;11842411;0;3;31;1060;;-0,000245;-0,000783;-0,000872;;0,179026;-0,124666;-0,100631;;16,117809;11,612550;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:41;11842421;0;3;31;1060;;0,000375;-0,000255;-0,001058;;0,179026;-0,109402;-0,121041;;15,577598;11,603148;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:33:51;11842431;0;3;31;1060;;0,000991;0,002137;-0,001019;;0,184146;-0,119578;-0,131246;;14,980622;11,542704;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:01;11842441;0;3;31;1060;;0,000686;0,000470;0,000466;;0,194240;-0,114490;-0,121041;;14,334785;11,498438;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:11;11842451;0;3;31;1060;;0,000407;-0,000527;0,000168;;0,199360;-0,114327;-0,115938;;13,687892;11,454152;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:21;11842461;0;3;31;1060;;0,000381;-0,000775;0,000705;;0,189120;-0,114327;-0,151656;;13,081073;11,396923;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:31;11842471;0;3;31;1060;;-0,000215;-0,001166;-0,000148;;0,189120;-0,114327;-0,100606;;12,504922;11,386663;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:41;11842481;0;3;31;1060;;0,000369;0,000713;-0,000936;;0,189120;-0,109239;-0,121017;;11,943213;11,382730;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:34:51;11842491;0;3;31;1060;;0,000588;0,000516;-0,000223;;0,194240;-0,129591;-0,141427;;11,284639;11,322173;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:01;11842501;0;3;31;1060;;-0,000830;-0,000314;-0,001922;;0,183854;-0,109239;-0,136324;;10,562712;11,206170;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:11;11842511;0;3;31;1060;;0,000279;0,000250;0,000284;;0,178734;-0,129591;-0,105709;;9,865290;11,208984;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:21;11842521;0;3;31;1060;;0,000847;-0,000592;0,001307;;0,188974;-0,119253;-0,126119;;9,201508;11,175024;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:31;11842531;0;3;31;1060;;-0,000458;0,000184;0,000030;;0,183854;-0,119253;-0,105685;;8,548409;11,138503;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:41;11842541;0;3;31;1060;;0,000246;-0,000367;-0,000102;;0,194094;-0,119253;-0,120992;;7,886550;11,127684;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:35:51;11842551;0;3;31;1060;;0,000427;0,000109;0,000547;;0,153134;-0,129429;-0,120992;;7,228657;11,098760;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:01;11842561;0;3;31;1060;;0,000822;0,000297;0,000286;;0,168494;-0,124341;-0,136300;;6,536819;11,045989;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:11;11842571;0;3;31;1060;;-0,000480;0,000729;-0,000079;;0,183708;-0,134517;-0,110787;;5,883887;11,017765;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:21;11842581;0;3;31;1060;;-0,001219;-0,000853;-0,000939;;0,209308;-0,119253;-0,110787;;5,181099;10,986015;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:31;11842591;0;3;31;1060;;0,000628;-0,001077;-0,000554;;0,183708;-0,124178;-0,120968;;4,537658;10,872219;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:41;11842601;0;3;31;1060;;0,001108;-0,000197;-0,000348;;0,178588;-0,103826;-0,110763;;3,990218;10,910232;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:36:51;11842611;0;3;31;1060;;0,001067;-0,000085;0,000991;;0,188828;-0,129266;-0,136276;;3,464730;10,910633;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:01;11842621;0;3;31;1060;;-0,000505;0,000245;-0,000005;;0,188828;-0,119090;-0,126071;;2,936765;10,933783;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:11;11842631;0;3;31;1060;;-0,001134;0,000027;0,000358;;0,188828;-0,114002;-0,120968;;2,335429;10,904017;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:21;11842641;0;3;31;1060;;0,000214;-0,000493;0,000122;;0,193803;-0,108914;-0,131173;;1,639048;10,881907;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:31;11842651;0;3;31;1060;;0,000987;-0,000089;-0,000297;;0,178443;-0,108914;-0,136252;;0,953633;10,861420;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:41;11842661;0;3;31;1060;;0,000602;-0,000712;0,000956;;0,178443;-0,124015;-0,120944;;0,267797;10,863679;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:37:51;11842671;0;3;31;1060;;0,000359;-0,000149;0,000757;;0,183563;-0,108751;-0,110739;;-0,384662;10,783927;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:38:01;11842681;0;3;31;1060;;-0,000713;-0,000728;0,000011;;0,188683;-0,113839;-0,146457;;-0,959715;10,859939;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:38:11;11842691;0;3;31;1060;;0,000552;0,000731;-0,000253;;0,183563;-0,118927;-0,131149;;-1,593764;10,898707;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:38:21;11842701;0;3;31;1060;;-0,000595;-0,000087;-0,001449;;0,193803;-0,108751;-0,115842;;-2,199483;10,919333;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:38:31;11842711;0;3;31;1060;;-0,000136;-0,000526;-0,000818;;0,188537;-0,108751;-0,105637;;-2,777256;10,949936;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:38:41;11842721;0;3;31;1060;;0,001605;0,000861;0,000185;;0,178297;-0,113839;-0,131125;;-3,444327;10,988506;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:01;11842741;0;3;31;1060;;0,000112;0,000050;0,000944;;0,183417;-0,113676;-0,131125;;-4,760037;11,004050;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:11;11842751;0;3;31;1060;;-0,000075;-0,000529;0,000670;;0,178297;-0,113676;-0,105613;;-5,334421;10,905478;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:21;11842761;0;3;31;1060;;-0,000009;-0,000261;-0,000310;;0,178297;-0,123852;-0,141330;;-5,871572;10,955276;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:31;11842771;0;3;31;1060;;-0,000828;-0,000347;-0,000149;;0,178152;-0,123852;-0,120920;;-6,473001;10,920136;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:41;11842781;0;3;31;1060;;-0,000166;-0,000192;-0,000088;;0,173032;-0,123852;-0,105589;;-7,087834;10,986135;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:39:51;11842791;0;3;31;1060;;0,000477;-0,000306;0,001064;;0,193512;-0,108425;-0,136204;;-7,727646;11,018682;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:01;11842801;0;3;31;1060;;-0,000233;-0,000097;0,000586;;0,178152;-0,108425;-0,095384;;-8,369265;11,099538;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:11;11842811;0;3;31;1060;;-0,000117;-0,000149;-0,000559;;0,188392;-0,093162;-0,125999;;-9,006067;11,150961;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:21;11842821;0;3;31;1060;;0,000231;0,000216;-0,000527;;0,198632;-0,093162;-0,131101;;-9,639238;11,265753;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:31;11842831;0;3;31;1060;;0,000381;0,000217;0,000176;;0,178152;-0,123689;-0,141306;;-9,020942;11,393506;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:41;11842841;0;3;31;1060;;-0,001247;-0,000557;-0,000984;;0,198488;-0,108425;-0,136180;;-9,369960;11,398338;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:40:51;11842851;0;3;31;1060;;-0,064725;-0,055064;-0,102928;;0,172888;-0,123526;-0,115770;;-9,623185;11,372211;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
137, 01:41:01;11842861;0;3;31;1060;;0,010145;-0,019041;-0,004970;;0,203608;-0,103175;-0,115770;;-9,886724;11,341498;6856,346191;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
