OBTS;OBTS, sec;MRW1_sta (not used);MRW2_sta (not used);MRW3_sta (not used);MRW4_sta (not used);;MRW1_cmd;MRW2_cmd;MRW3_cmd;MRW4_cmd;;MRW1_meas;MRW2_meas;MRW3_meas;MRW4_meas;
137, 01:00:15;11840415;0;0;0;0;;-6,521438;8,085880;-0,509762;14,106345;;-6,002887;10,063405;-3,322242;13,482326;
137, 01:00:25;11840425;0;0;0;0;;-5,317345;2,645489;7,259714;15,231337;;-6,073199;2,944315;8,173770;16,989137;
137, 01:00:35;11840435;0;0;0;0;;-8,314394;-1,854479;5,950153;12,410068;;-8,490174;0,597652;5,097620;11,724526;
137, 01:00:45;11840445;0;0;0;0;;-6,582961;-4,086885;11,777260;14,282125;;-7,163035;-4,060518;10,599534;13,104399;
137, 01:00:55;11840455;0;0;0;0;;-2,258773;1,089836;15,433484;18,790882;;-2,434553;-1,801745;18,492056;20,232278;
137, 01:01:05;11840465;0;0;0;0;;-2,575177;5,247033;5,044886;12,875885;;-3,603490;3,515600;7,593696;13,350491;
137, 01:01:15;11840475;0;0;0;0;;-10,256763;3,893527;1,722644;15,872934;;-9,755790;5,457969;2,627911;16,576054;
137, 01:01:25;11840485;0;0;0;0;;-6,099566;1,388662;9,606377;17,094605;;-5,730428;2,091782;8,349550;17,709835;
137, 01:01:35;11840495;0;0;0;0;;-7,628852;-2,109360;7,101512;12,621004;;-8,578064;-1,204093;6,758741;13,473537;
137, 01:01:45;11840505;0;0;0;0;;-8,982358;-4,403289;3,164040;7,751898;;-8,437440;-3,788059;3,515600;7,690375;
137, 01:01:55;11840515;0;0;0;0;;-15,547741;-2,373030;2,944315;16,127815;;-15,240126;-2,434553;1,757800;12,770417;
137, 01:02:05;11840525;0;0;0;0;;-12,629793;0,527340;10,740158;23,897291;;-12,867096;0,298826;6,117144;21,401215;
137, 01:02:15;11840535;0;0;0;0;;-19,529158;-4,517546;-4,192353;10,819259;;-17,534055;0,896478;-5,062464;10,107350;
137, 01:02:25;11840545;0;0;0;0;;-18,421744;-8,657165;4,042940;13,816308;;-17,797725;-7,989201;3,295875;14,440327;
137, 01:02:35;11840555;0;0;0;0;;-11,091718;-7,822210;14,862199;18,122918;;-11,522379;-8,727477;12,761628;15,213759;
137, 01:02:45;11840565;0;0;0;0;;-8,077091;-9,738212;17,964716;16,312384;;-7,154246;-9,079037;19,467635;17,411009;
137, 01:02:55;11840575;0;0;0;0;;-62,946818;-30,612087;-101,363537;-69,037595;;-61,514211;-45,272139;-100,897720;-87,309926;
137, 01:03:05;11840585;0;0;0;0;;-28,775186;3,779270;13,209867;45,764323;;-38,706756;3,541967;-6,793897;37,397195;
137, 01:03:15;11840595;0;0;0;0;;16,444219;6,451126;60,406797;50,413704;;14,449116;7,075145;59,035713;51,433228;
137, 01:03:25;11840605;0;0;0;0;;24,345530;4,649381;59,413640;39,717491;;24,697090;5,616171;61,004449;42,266301;
137, 01:03:35;11840615;0;0;0;0;;11,944251;-0,193358;36,395249;24,266429;;13,737207;0,597652;41,044630;27,869919;
137, 01:03:45;11840625;0;0;0;0;;-5,844685;-8,903257;12,506747;9,448175;;-0,307615;-7,523384;16,532109;10,344653;
137, 01:03:55;11840635;0;0;0;0;;-22,042812;-14,853410;7,813421;15,011612;;-20,434425;-12,260655;4,763638;10,907149;
137, 01:04:05;11840645;0;0;0;0;;-24,327952;-12,076086;7,039989;19,300644;;-21,058444;-11,038984;5,748006;15,143447;
137, 01:04:15;11840655;0;0;0;0;;-21,067233;-9,333918;7,769476;19,494002;;-21,585784;-9,623955;9,140560;21,550628;
137, 01:04:25;11840665;0;0;0;0;;-32,607190;-15,749888;-5,545859;11,311443;;-30,040802;-12,339756;-9,536065;8,191348;
137, 01:04:35;11840675;0;0;0;0;;-30,682399;-18,465689;-2,258773;9,957937;;-30,576931;-17,806514;-3,225563;10,124928;
137, 01:04:45;11840685;0;0;0;0;;-28,775186;-19,458846;0,791010;10,107350;;-28,678507;-19,740094;0,597652;10,617112;
137, 01:04:55;11840695;0;0;0;0;;-33,108163;-19,502791;0,457028;14,062400;;-32,343520;-20,434425;0,896478;11,935462;
137, 01:05:05;11840705;0;0;0;0;;-35,296624;-14,431538;5,519492;26,384578;;-35,059321;-14,783098;4,763638;25,294742;
137, 01:05:15;11840715;0;0;0;0;;-34,461669;-14,352437;-0,237303;19,871929;;-35,182367;-13,983299;0,571285;20,091654;
137, 01:05:25;11840725;0;0;0;0;;-27,834763;-15,477429;5,809529;18,166863;;-27,360157;-14,651263;6,468704;18,984240;
137, 01:05:35;11840735;0;0;0;0;;-27,834763;-20,434425;8,938413;16,338751;;-27,360157;-19,221543;7,918889;15,609264;
137, 01:05:45;11840745;0;0;0;0;;-28,678507;-17,015504;3,788059;15,459851;;-28,230268;-18,421744;5,123987;14,167868;
137, 01:05:55;11840755;0;0;0;0;;-28,318158;-15,705943;8,639587;21,251802;;-28,871865;-15,398328;8,375917;21,629729;
137, 01:06:05;11840765;0;0;0;0;;-30,260527;-18,096551;6,081988;18,245964;;-28,854287;-17,903193;6,653273;18,008661;
137, 01:06:15;11840775;0;0;0;0;;-30,990014;-21,014499;10,080983;20,056498;;-30,823023;-20,917820;10,494066;20,680517;
137, 01:06:25;11840785;0;0;0;0;;-30,796656;-19,344589;6,477493;17,929560;;-30,137481;-19,001818;7,171824;18,386588;
137, 01:06:35;11840795;0;0;0;0;;-25,980284;-20,337746;11,487223;17,138550;;-24,591622;-19,836773;13,042876;17,806514;
137, 01:06:45;11840805;0;0;0;0;;-33,617925;-22,605308;5,827107;16,839724;;-33,178475;-24,424631;6,451126;14,765520;
137, 01:06:55;11840815;0;0;0;0;;-37,739966;-22,297693;13,438381;28,880654;;-36,887433;-20,680517;5,238244;21,823087;
137, 01:07:05;11840825;0;0;0;0;;-35,015376;-7,681586;5,862263;33,187264;;-35,147211;-9,228450;8,718688;34,031008;
137, 01:07:15;11840835;0;0;0;0;;-33,266365;-14,695208;11,548746;30,119903;;-34,514403;-13,974510;10,546800;31,394308;
137, 01:07:25;11840845;0;0;0;0;;-33,978274;-22,930501;8,964780;20,012553;;-30,928491;-19,977397;8,393495;19,397323;
137, 01:07:35;11840855;0;0;0;0;;-38,970426;-30,207793;4,921840;13,693262;;-37,915746;-29,487095;6,433548;14,703997;
137, 01:07:45;11840865;0;0;0;0;;-39,752647;-30,497830;-1,749011;7,497017;;-40,069051;-30,453885;0,597652;7,989201;
137, 01:07:55;11840875;0;0;0;0;;-40,772171;-35,639395;10,414965;15,547741;;-41,668649;-36,008533;10,037038;15,547741;
137, 01:08:05;11840885;0;0;0;0;;99,570581;-63,236855;287,830961;125,023525;;73,062957;-58,692942;219,303128;99,025663;
137, 01:08:15;11840895;0;0;0;0;;85,437869;7,268503;109,396683;31,227317;;110,134959;-1,204093;169,038837;55,994719;
137, 01:08:25;11840905;0;0;0;0;;-97,382120;-1,880846;-138,488273;-42,986999;;-78,898853;2,065415;-121,050897;-41,659860;
137, 01:08:35;11840915;0;0;0;0;;-157,094586;-28,326947;-150,256744;-21,489105;;-156,461778;-25,321109;-158,500826;-26,490046;
137, 01:08:45;11840925;0;0;0;0;;-134,049828;-43,830743;-82,098049;8,121036;;-139,358384;-41,440135;-94,420227;0,597652;
137, 01:08:55;11840935;0;0;0;0;;-86,870476;-43,575862;-22,262537;21,032077;;-94,209291;-47,460600;-24,292796;22,877767;
137, 01:09:05;11840945;0;0;0;0;;-59,747622;-44,692065;6,503860;21,559417;;-64,063021;-45,307295;2,408186;21,585784;
137, 01:09:25;11840965;0;0;0;0;;-28,713663;-37,168681;24,143383;15,688365;;-28,968544;-38,021214;25,540834;16,356329;
137, 01:09:35;11840975;0;0;0;0;;-25,338687;-38,592499;35,419670;22,165858;;-26,393367;-38,812224;35,718496;23,993970;
137, 01:09:45;11840985;0;0;0;0;;-29,768343;-32,958750;22,816244;19,625837;;-30,023224;-34,488036;23,501786;18,536001;
137, 01:09:55;11840995;0;0;0;0;;-32,809337;-31,077904;26,033018;27,764451;;-33,477301;-31,306418;25,628724;28,142378;
137, 01:10:05;11841005;0;0;0;0;;-26,340633;-32,378676;27,368946;21,330903;;-24,442209;-32,343520;33,521246;25,048650;
137, 01:10:15;11841015;0;0;0;0;;-45,113937;-36,483139;9,210872;17,841670;;-42,055365;-34,971431;8,542908;15,125869;
137, 01:10:25;11841025;0;0;0;0;;-58,323804;-39,770225;-0,711909;17,841670;;-54,307231;-38,328829;0,896478;14,651263;
137, 01:10:35;11841035;0;0;0;0;;-56,636316;-39,497766;1,133781;18,272331;;-57,664629;-38,328829;-1,467763;17,586789;
137, 01:10:45;11841045;0;0;0;0;;-49,728162;-36,658919;7,303659;20,381691;;-49,666639;-36,043689;4,790005;18,808460;
137, 01:10:55;11841055;0;0;0;0;;-50,079722;-41,229199;6,002887;14,853410;;-48,313133;-40,025106;7,154246;15,380750;
137, 01:11:05;11841065;0;0;0;0;;-50,097300;-41,396190;7,347604;16,048714;;-51,336549;-41,897163;4,517546;13,130766;
137, 01:11:15;11841075;0;0;0;0;;-52,391229;-35,613028;7,584907;24,363108;;-50,484016;-36,861066;12,374912;25,145329;
137, 01:11:25;11841085;0;0;0;0;;-61,329642;-37,344461;3,331031;27,325001;;-62,867717;-37,783911;0,298826;27,808396;
137, 01:11:35;11841095;0;0;0;0;;-52,004513;-36,439194;11,329021;26,885551;;-53,938093;-36,447983;10,001882;27,949020;
137, 01:11:45;11841105;0;0;0;0;;-44,278982;-33,776127;11,285076;21,787931;;-44,656909;-34,224366;10,151295;20,504737;
137, 01:11:55;11841115;0;0;0;0;;-48,752583;-26,076963;-2,399397;20,276223;;-47,627591;-25,874816;-0,307615;21,656096;
137, 01:12:05;11841125;0;0;0;0;;-59,694888;-39,269252;-4,781216;15,644420;;-58,789621;-37,151103;-7,321237;14,756731;
137, 01:12:15;11841135;0;0;0;0;;-60,723201;-41,721383;6,372025;25,373843;;-61,707569;-41,361034;-1,204093;22,895345;
137, 01:12:25;11841145;0;0;0;0;;-57,392170;-46,687168;14,027244;24,723457;;-56,706628;-45,975259;12,489169;23,159015;
137, 01:12:35;11841155;0;0;0;0;;-55,862884;-44,182303;3,972628;15,653209;;-56,399013;-44,235037;5,510703;16,619999;
137, 01:12:45;11841165;0;0;0;0;;-55,792572;-42,925476;2,882792;15,749888;;-55,950774;-43,329770;3,146462;15,881723;
137, 01:12:55;11841175;0;0;0;0;;-58,657786;-49,886364;17,059449;25,839660;;-58,578685;-48,374656;13,930565;24,275218;
137, 01:13:05;11841185;0;0;0;0;;-49,121721;-45,500653;18,105340;21,717619;;-49,482070;-44,393239;17,507688;22,148280;
137, 01:13:15;11841195;0;0;0;0;;-47,152985;-42,776063;17,859248;22,236170;;-48,040674;-43,567073;18,193230;22,825033;
137, 01:13:25;11841205;0;0;0;0;;-45,474286;-38,504609;16,857302;23,835768;;-47,038728;-40,359088;19,951030;26,349422;
137, 01:13:35;11841215;0;0;0;0;;-52,900991;-32,703869;-9,413019;10,784103;;-49,675428;-34,259522;-2,645489;11,390544;
137, 01:13:45;11841225;0;0;0;0;;-61,584523;-40,464556;-6,398392;14,721575;;-62,164597;-40,772171;-4,913051;16,215705;
137, 01:13:55;11841235;0;0;0;0;;-61,900927;-41,554392;-0,290037;20,047709;;-61,461477;-40,649125;-0,606441;19,529158;
137, 01:14:05;11841245;0;0;0;0;;-55,590425;-48,480124;7,092723;14,203024;;-57,119711;-49,121721;9,316340;16,496953;
137, 01:14:15;11841255;0;0;0;0;;-54,078717;-50,308236;7,857366;11,627847;;-53,612900;-49,745740;8,217715;12,251866;
137, 01:14:25;11841265;0;0;0;0;;-49,789685;-55,045507;23,826979;18,571157;;-51,529907;-55,625581;23,413896;19,247910;
137, 01:14:35;11841275;0;0;0;0;;-49,886364;-51,811155;26,261532;24,336741;;-49,455703;-51,899045;24,380686;22,227381;
137, 01:14:45;11841285;0;0;0;0;;-48,989886;-44,595386;9,966726;14,361226;;-48,260399;-44,876634;12,506747;15,925668;
137, 01:14:55;11841295;0;0;0;0;;-52,874624;-49,983043;16,716678;19,608259;;-54,096295;-51,187136;17,481321;20,267434;
137, 01:15:05;11841305;0;0;0;0;;-53,648056;-45,711589;7,127879;15,064346;;-54,395121;-46,186195;6,143511;13,622950;
137, 01:15:15;11841315;0;0;0;0;;-50,861943;-45,650066;8,112247;13,332913;;-51,169558;-45,254561;7,215769;14,185446;
137, 01:15:25;11841325;0;0;0;0;;-54,693947;-45,887369;5,563437;14,370015;;-53,946882;-45,843424;7,497017;14,941300;
137, 01:15:35;11841335;0;0;0;0;;-53,709579;-47,785793;5,844685;11,759682;;-53,929304;-48,031885;7,127879;13,183500;
137, 01:15:45;11841345;0;0;0;0;;-55,089452;-47,768215;5,238244;12,559481;;-55,256443;-47,021150;0,298826;11,865150;
137, 01:15:55;11841355;0;0;0;0;;-60,529843;-49,657850;-0,404294;10,467699;;-59,791567;-48,638326;1,212882;9,263606;
137, 01:16:05;11841365;0;0;0;0;;-59,984925;-42,986999;-4,614225;12,392490;;-59,510319;-42,301457;-6,451126;11,768471;
137, 01:16:15;11841375;0;0;0;0;;-172,035886;29,284948;-218,802155;-17,481321;;-153,411995;44,445973;-203,307148;-3,533178;
137, 01:16:25;11841385;0;0;0;0;;-130,666063;-96,626266;-22,587730;11,452067;;-150,230377;-86,501338;-67,613777;-1,775378;
137, 01:16:35;11841395;0;0;0;0;;-77,949641;-130,771531;-2,812480;-55,634370;;-81,377351;-144,684518;-13,517482;-75,893015;
137, 01:16:45;11841405;0;0;0;0;;-0,791010;-60,362852;115,900543;56,328701;;-12,577059;-65,583518;101,091078;50,343392;
137, 01:16:55;11841415;0;0;0;0;;48,286766;-35,437248;145,009711;61,285697;;44,946946;-38,495820;146,697199;63,395057;
137, 01:17:05;11841425;0;0;0;0;;32,475355;-21,594573;92,952464;38,882536;;37,889379;-21,893399;102,260015;40,868850;
137, 01:17:15;11841435;0;0;0;0;;-7,294870;-22,130702;42,108099;27,272267;;-0,588863;-22,631675;49,684217;27,949020;
137, 01:17:25;11841445;0;0;0;0;;-44,226248;-30,664821;10,599534;24,160961;;-39,717491;-29,144324;13,904198;23,941236;
137, 01:17:35;11841455;0;0;0;0;;-71,463359;-31,983171;-27,043753;12,436435;;-63,693883;-29,038856;-19,511580;12,700105;
137, 01:17:45;11841465;0;0;0;0;;-76,754337;-51,055301;-9,149349;16,558476;;-78,723073;-49,816052;-12,629793;16,593632;
137, 01:17:55;11841475;0;0;0;0;;-66,532730;-48,146142;-1,836901;16,540898;;-67,350107;-49,517226;-2,188461;16,400274;
137, 01:18:05;11841485;0;0;0;0;;-58,930245;-49,526015;2,258773;11,663003;;-59,756411;-49,367813;-1,239249;13,429592;
137, 01:18:15;11841495;0;0;0;0;;-55,493746;-47,856105;-1,907213;5,730428;;-55,247654;-47,188141;0,000000;6,328080;
137, 01:18:25;11841505;0;0;0;0;;-51,512329;-49,587538;4,570280;6,495071;;-52,593376;-50,519172;5,519492;7,409127;
137, 01:18:35;11841515;0;0;0;0;;-49,227189;-43,479183;1,995103;7,743109;;-49,218400;-43,435238;1,494130;5,554648;
137, 01:18:45;11841525;0;0;0;0;;-56,126554;-45,403974;-3,682591;7,039989;;-55,036718;-45,579754;0,298826;8,806578;
137, 01:18:55;11841535;0;0;0;0;;-64,344269;-53,938093;-7,971623;2,443342;;-63,834507;-51,802366;-8,955991;3,436499;
137, 01:19:05;11841545;0;0;0;0;;-58,490795;-54,368754;-3,533178;0,588863;;-59,703677;-55,818939;-4,499968;-0,307615;
137, 01:19:15;11841555;0;0;0;0;;-53,709579;-51,670531;2,074204;4,122041;;-54,131451;-52,558220;0,000000;4,596647;
137, 01:19:35;11841575;0;0;0;0;;-48,585592;-38,188205;3,181618;13,579005;;-47,144196;-38,750701;3,911105;11,408122;
137, 01:19:45;11841585;0;0;0;0;;-48,154931;-41,958686;1,599598;7,804632;;-48,374656;-40,983107;2,118149;9,228450;
137, 01:19:55;11841595;0;0;0;0;;-55,458590;-47,882472;-0,597652;6,969677;;-54,623635;-46,379553;-2,100571;7,268503;
137, 01:20:05;11841605;0;0;0;0;;-51,327760;-49,165666;-0,799799;1,362295;;-51,072879;-47,759426;-1,740222;2,399397;
137, 01:20:15;11841615;0;0;0;0;;-48,110986;-44,024101;-0,386716;3,700169;;-47,838527;-44,340505;0,597652;4,253876;
137, 01:20:25;11841625;0;0;0;0;;-50,185190;-47,979151;1,740222;3,955050;;-50,694952;-47,117829;-0,307615;3,128884;
137, 01:20:35;11841635;0;0;0;0;;-52,171504;-52,233027;-0,017578;-0,079101;;-51,960568;-51,573852;-0,606441;0,298826;
137, 01:20:45;11841645;0;0;0;0;;-44,261404;-55,335544;6,582961;-4,491179;;-45,465497;-55,643159;6,741163;-2,100571;
137, 01:20:55;11841655;0;0;0;0;;-43,865899;-54,439066;0,184569;-10,388598;;-43,426449;-54,439066;-0,316404;-11,118085;
137, 01:21:05;11841665;0;0;0;0;;-47,425444;-56,065031;-2,997049;-11,636636;;-47,328765;-55,590425;-6,125933;-12,902252;
137, 01:21:15;11841675;0;0;0;0;;-47,794582;-52,514275;-1,968736;-6,697218;;-46,968416;-52,953725;-0,606441;-7,382760;
137, 01:21:25;11841685;0;0;0;0;;-50,501594;-51,283815;-6,459915;-7,233347;;-49,631483;-50,211557;-7,250925;-7,980412;
137, 01:21:35;11841695;0;0;0;0;;-49,701795;-43,760431;-5,844685;0,105468;;-49,218400;-43,426449;-7,883733;-0,597652;
137, 01:21:45;11841705;0;0;0;0;;-48,339500;-46,616856;2,320296;4,051729;;-48,937152;-45,922525;-1,801745;-2,408186;
137, 01:21:55;11841715;0;0;0;0;;-45,852213;-47,847316;-2,645489;-4,640592;;-45,324873;-48,339500;-1,204093;-0,606441;
137, 01:22:05;11841725;0;0;0;0;;-49,271134;-48,453757;-5,475547;-4,658170;;-49,851208;-49,130510;-6,785108;-4,095674;
137, 01:22:15;11841735;0;0;0;0;;-43,769220;-43,356137;-0,958001;-0,536129;;-44,103202;-42,108099;-4,368133;-2,522443;
137, 01:22:25;11841745;0;0;0;0;;-43,382504;-46,230140;-3,023416;-5,862263;;-42,661806;-46,080727;-1,555653;-6,688429;
137, 01:22:35;11841755;0;0;0;0;;-46,458654;-47,346343;-5,730428;-6,626906;;-45,896158;-46,942049;-5,537070;-7,690375;
137, 01:22:45;11841765;0;0;0;0;;-44,656909;-50,396126;-1,924791;-7,655219;;-44,604175;-51,125613;-1,204093;-7,611274;
137, 01:22:55;11841775;0;0;0;0;;-46,862948;-51,934201;-7,224558;-12,295811;;-46,520177;-51,169558;-7,189402;-11,838783;
137, 01:23:05;11841785;0;0;0;0;;-50,141245;-58,191969;-6,960888;-15,011612;;-50,651007;-57,928299;-7,699164;-14,862199;
137, 01:23:15;11841795;0;0;0;0;;-46,379553;-57,348225;-1,617176;-12,585848;;-45,632488;-57,321858;-3,366187;-14,000877;
137, 01:23:25;11841805;0;0;0;0;;-42,696962;-45,667644;-5,150354;-8,129825;;-42,828797;-46,933260;-2,091782;-8,191348;
137, 01:23:35;11841815;0;0;0;0;;-46,203773;-50,255502;-10,274341;-14,326070;;-45,122726;-49,200822;-10,748947;-14,818254;
137, 01:23:45;11841825;0;0;0;0;;-45,746745;-48,910785;-12,893463;-16,048714;;-45,351240;-47,161774;-12,348545;-13,666895;
137, 01:23:55;11841835;0;0;0;0;;-49,991832;-55,915618;-19,203965;-25,118962;;-50,686163;-55,880462;-20,390480;-25,444155;
137, 01:24:05;11841845;0;0;0;0;;-51,336549;-61,083550;-5,238244;-14,985245;;-49,534804;-59,976136;-8,692321;-19,748883;
137, 01:24:15;11841855;0;0;0;0;;-37,379617;-46,564122;5,818318;-3,374976;;-40,042684;-48,198876;0,922845;-2,935526;
137, 01:24:25;11841865;0;0;0;0;;-36,861066;-46,889315;-4,543913;-14,572162;;-36,122790;-46,010415;-0,597652;-13,104399;
137, 01:24:35;11841875;0;0;0;0;;-38,706756;-45,729167;-12,181554;-19,212754;;-38,276095;-45,535809;-11,689370;-18,984240;
137, 01:24:45;11841885;0;0;0;0;;-45,931314;-49,824841;-17,780147;-21,673674;;-45,948892;-49,807263;-16,312384;-20,355324;
137, 01:24:55;11841895;0;0;0;0;;-43,971367;-50,070933;-14,176657;-20,267434;;-44,287771;-49,288712;-16,031136;-20,935398;
137, 01:25:05;11841905;0;0;0;0;;-36,606185;-63,140176;-28,871865;-55,397067;;-38,434297;-72,175268;-19,669782;-56,091398;
137, 01:25:15;11841915;0;0;0;0;;-45,096359;-40,956740;-25,786926;-21,647307;;-44,516285;-40,332721;-30,902124;-26,393367;
137, 01:25:25;11841925;0;0;0;0;;-43,628596;-48,541647;-15,960824;-20,865086;;-43,101256;-46,722324;-16,505742;-20,372902;
137, 01:25:35;11841935;0;0;0;0;;-35,894276;-49,728162;-3,612279;-17,446165;;-35,806386;-48,603170;-6,380814;-20,082865;
137, 01:25:45;11841945;0;0;0;0;;-33,152108;-51,450806;-0,738276;-19,036974;;-32,167740;-50,941044;-0,949212;-17,569211;
137, 01:25:55;11841955;0;0;0;0;;-35,709707;-46,274085;-19,748883;-30,322050;;-34,083742;-46,361975;-17,955927;-30,743922;
137, 01:26:05;11841965;0;0;0;0;;-42,582705;-55,168553;-5,774373;-18,360221;;-43,690119;-54,799415;-7,813421;-19,318222;
137, 01:26:15;11841975;0;0;0;0;;-36,957745;-53,964460;-9,922781;-26,929496;;-37,353250;-53,612900;-9,369074;-25,848449;
137, 01:26:25;11841985;0;0;0;0;;-34,892330;-56,864830;-10,441332;-32,413832;;-34,505614;-56,399013;-9,175716;-31,130638;
137, 01:26:35;11841995;0;0;0;0;;-36,975323;-50,712530;-23,123859;-36,852277;;-35,867909;-52,364862;-22,385583;-39,093472;
137, 01:26:45;11842005;0;0;0;0;;-42,899109;-47,337554;-24,055493;-28,493938;;-43,575862;-47,627591;-25,523256;-29,469517;
137, 01:26:55;11842015;0;0;0;0;;-42,283879;-51,055301;-20,785985;-29,557407;;-42,890320;-50,730108;-21,234224;-29,311315;
137, 01:27:05;11842025;0;0;0;0;;-41,888374;-54,729103;-16,699100;-29,539829;;-43,180357;-54,316020;-19,458846;-30,190215;
137, 01:27:15;11842035;0;0;0;0;;-34,962642;-56,108976;-4,816372;-25,962706;;-36,702864;-57,734941;-6,257768;-26,490046;
137, 01:27:25;11842045;0;0;0;0;;-22,517418;-43,391293;-1,028313;-21,902188;;-23,211749;-43,945000;-2,627911;-21,216646;
137, 01:27:35;11842055;0;0;0;0;;-26,068174;-45,544598;-10,748947;-30,225371;;-26,191220;-46,660801;-8,279238;-28,977333;
137, 01:27:45;11842065;0;0;0;0;;-31,069115;-42,415714;-19,019396;-30,374784;;-30,682399;-42,784852;-16,769412;-29,197058;
137, 01:27:55;11842075;0;0;0;0;;-34,127687;-48,796528;-21,058444;-35,727285;;-32,651135;-46,924471;-20,627783;-34,909908;
137, 01:28:05;11842085;0;0;0;0;;-39,216518;-52,821890;-24,160961;-37,775122;;-39,453821;-53,639267;-21,251802;-35,929432;
137, 01:28:15;11842095;0;0;0;0;;-38,038792;-59,334539;-16,259650;-37,546608;;-39,251674;-59,606998;-18,219597;-38,258517;
137, 01:28:25;11842105;0;0;0;0;;-33,134530;-59,246649;-11,355388;-37,476296;;-32,528089;-58,701731;-12,137609;-38,407930;
137, 01:28:35;11842115;0;0;0;0;;-27,738084;-53,753524;-16,795779;-42,820008;;-28,265424;-54,430277;-15,916879;-42,020209;
137, 01:28:45;11842125;0;0;0;0;;-30,550564;-55,467379;-18,869983;-43,778009;;-30,102325;-55,203709;-20,645361;-45,614910;
137, 01:28:55;11842135;0;0;0;0;;-32,774181;-52,004513;-21,691252;-40,921584;;-32,686291;-51,916623;-22,385583;-41,264355;
137, 01:29:05;11842145;0;0;0;0;;-30,884546;-48,181298;-26,630670;-43,927422;;-30,497830;-49,719373;-24,055493;-43,356137;
137, 01:29:15;11842155;0;0;0;0;;-28,994911;-47,258453;-13,297757;-31,561299;;-31,095482;-48,225243;-16,795779;-34,180421;
137, 01:29:25;11842165;0;0;0;0;;-27,843552;-45,799479;-17,692257;-35,648184;;-28,660929;-46,186195;-15,266493;-32,475355;
137, 01:29:35;11842175;0;0;0;0;;-29,443150;-43,997734;-23,308428;-37,863012;;-29,583774;-44,903001;-21,998867;-36,975323;
137, 01:29:45;11842185;0;0;0;0;;-30,726344;-43,909844;-30,647243;-43,830743;;-30,401151;-42,670595;-30,805445;-42,802430;
137, 01:29:55;11842195;0;0;0;0;;-34,004641;-48,752583;-29,434361;-44,182303;;-34,039797;-48,717427;-29,170691;-43,197935;
137, 01:30:05;11842205;0;0;0;0;;-34,197999;-52,356073;-26,709771;-44,867845;;-34,575926;-51,424439;-28,801553;-45,518231;
137, 01:30:15;11842215;0;0;0;0;;-29,082801;-47,416655;-29,425572;-47,759426;;-27,825974;-46,414709;-29,759554;-48,374656;
137, 01:30:25;11842225;0;0;0;0;;-31,587666;-51,951779;-21,743986;-42,099310;;-30,146270;-50,158823;-25,567201;-45,377607;
137, 01:30:35;11842235;0;0;0;0;;-24,284007;-38,979215;-21,462738;-36,166735;;-23,818190;-39,866904;-21,805509;-38,539765;
137, 01:30:45;11842245;0;0;0;0;;-24,855292;-37,054424;-26,700982;-38,908903;;-25,039861;-35,955799;-25,540834;-36,456772;
137, 01:30:55;11842255;0;0;0;0;;-23,501786;-43,901055;-25,250797;-45,650066;;-23,862135;-43,356137;-25,813293;-45,641277;
137, 01:31:05;11842265;0;0;0;0;;-25,663880;-50,070933;-25,945128;-50,352181;;-25,118962;-48,981097;-26,270321;-49,886364;
137, 01:31:15;11842275;0;0;0;0;;-26,428523;-47,407866;-27,509570;-48,497702;;-26,437312;-48,075830;-27,518359;-48,682271;
137, 01:31:25;11842285;0;0;0;0;;-25,382632;-47,451811;-29,821077;-51,890256;;-25,013494;-47,152985;-30,576931;-52,505486;
137, 01:31:35;11842295;0;0;0;0;;-25,760559;-43,285825;-25,532045;-43,057311;;-25,461733;-42,635439;-28,001754;-45,263350;
137, 01:31:45;11842305;0;0;0;0;;-23,229327;-37,827856;-30,330839;-44,929368;;-23,176593;-37,159892;-32,879649;-45,685222;
137, 01:31:55;11842315;0;0;0;0;;-22,157069;-43,189146;-26,832817;-47,864894;;-22,596519;-42,433292;-27,377735;-47,416655;
137, 01:32:05;11842325;0;0;0;0;;-22,543785;-41,501658;-27,966598;-46,924471;;-22,368005;-42,125677;-30,629665;-50,097300;
137, 01:32:15;11842335;0;0;0;0;;-17,876826;-40,464556;-18,931506;-41,519236;;-19,256699;-39,919638;-22,411950;-43,048522;
137, 01:32:25;11842345;0;0;0;0;;-18,509634;-41,079786;-31,921648;-54,500589;;-17,367064;-40,130574;-30,392362;-53,542588;
137, 01:32:35;11842355;0;0;0;0;;-21,594573;-49,561171;-26,806450;-54,781837;;-22,060390;-48,304344;-28,045699;-54,518167;
137, 01:32:45;11842365;0;0;0;0;;-18,702992;-48,040674;-29,698031;-59,035713;;-18,509634;-48,242821;-29,153113;-58,939034;
137, 01:32:55;11842375;0;0;0;0;;-15,161025;-46,959627;-23,897291;-55,695893;;-15,161025;-47,706692;-21,620940;-53,964460;
137, 01:33:05;11842385;0;0;0;0;;-23,194171;-46,265296;-28,247846;-51,327760;;-23,607254;-46,177406;-29,504673;-51,828733;
137, 01:33:15;11842395;0;0;0;0;;-20,425636;-42,169622;-28,669718;-50,413704;;-20,592627;-42,758485;-27,588671;-49,701795;
137, 01:33:25;11842405;0;0;0;0;;-23,202960;-48,023096;-29,214636;-54,034772;;-24,987127;-48,234032;-31,148216;-54,140240;
