OBTS;OBTS, sec;MRW1_sta (not used);MRW2_sta (not used);MRW3_sta (not used);MRW4_sta (not used);;MRW1_cmd;MRW2_cmd;MRW3_cmd;MRW4_cmd;;MRW1_meas;MRW2_meas;MRW3_meas;MRW4_meas;
136, 23:26:25;11834785;0;0;0;0;;82,792380;-45,623699;97,250285;-31,165794;;109,651564;-66,339372;133,250029;-46,282874;
136, 23:26:35;11834795;0;0;0;0;;-33,266365;16,013558;-24,494943;24,784980;;-24,626778;9,808524;-12,163976;20,970554;
136, 23:26:45;11834805;0;0;0;0;;-59,905824;28,309369;-47,223297;41,000685;;-58,024978;28,239057;-41,949897;44,252615;
136, 23:26:55;11834815;0;0;0;0;;-65,170435;33,864017;-48,418601;50,615851;;-65,214380;34,716550;-53,911726;45,966470;
136, 23:27:05;11834825;0;0;0;0;;-45,395185;25,329898;-21,102389;49,622694;;-48,207665;26,665826;-23,633621;52,074825;
136, 23:27:15;11834835;0;0;0;0;;-32,211685;15,653209;-11,856361;36,008533;;-33,688237;16,725467;-11,425700;38,777068;
136, 23:27:25;11834845;0;0;0;0;;-22,385583;3,313453;-4,658170;21,040866;;-21,216646;5,950153;-1,502919;24,125805;
136, 23:27:35;11834855;0;0;0;0;;-21,163912;-4,623014;0,703120;17,244018;;-22,596519;-5,106409;-0,606441;17,024293;
136, 23:27:45;11834865;0;0;0;0;;-22,482262;0,580074;-2,249984;20,812352;;-22,614097;-1,801745;-2,478498;20,030131;
136, 23:27:55;11834875;0;0;0;0;;-20,944187;-5,053675;2,794902;18,676625;;-22,192225;-2,478498;0,298826;20,443214;
136, 23:28:05;11834885;0;0;0;0;;-21,568206;-15,248915;13,754785;20,074076;;-22,464684;-15,363172;11,153241;17,982294;
136, 23:28:15;11834895;0;0;0;0;;-14,879777;-14,440327;17,226440;17,665890;;-16,927614;-13,781152;15,503796;18,799671;
136, 23:28:25;11834905;0;0;0;0;;-11,645425;-10,379809;13,974510;15,240126;;-10,907149;-12,568270;18,149285;16,769412;
136, 23:28:35;11834915;0;0;0;0;;-16,224494;-13,869042;19,748883;22,104335;;-14,027244;-11,759682;16,206916;18,913928;
136, 23:28:45;11834925;0;0;0;0;;-18,070184;-3,577123;8,507752;22,992024;;-16,901247;-4,552702;12,199132;24,617989;
136, 23:28:55;11834935;0;0;0;0;;-14,677630;-6,741163;6,477493;14,413960;;-12,875885;-6,758741;12,058508;16,786990;
136, 23:29:05;11834945;0;0;0;0;;-32,079850;-12,207921;-18,272331;1,599598;;-29,390416;-10,942305;-16,329962;2,698223;
136, 23:29:15;11834955;0;0;0;0;;-33,907962;-15,099502;-7,031200;11,777260;;-33,600347;-13,455959;-11,961829;9,228450;
136, 23:29:25;11834965;0;0;0;0;;-23,598465;-20,399269;11,513590;14,703997;;-24,363108;-20,346535;12,234288;16,786990;
136, 23:29:35;11834975;0;0;0;0;;-29,381627;-22,596519;0,131835;6,925732;;-27,298634;-20,583838;0,597652;5,704061;
136, 23:29:45;11834985;0;0;0;0;;-25,989073;-18,659047;15,872934;23,194171;;-26,384578;-19,045763;14,097556;21,875821;
136, 23:29:55;11834995;0;0;0;0;;-23,923658;-13,860253;13,078032;23,141437;;-23,747878;-13,473537;13,807519;23,255694;
136, 23:30:05;11835005;0;0;0;0;;-19,731305;-16,576054;13,561427;16,707889;;-21,410004;-14,809465;13,693262;20,548682;
136, 23:30:15;11835015;0;0;0;0;;-26,586725;-19,063341;9,193294;16,716678;;-26,692193;-19,476424;10,863204;17,384642;
136, 23:30:25;11835025;0;0;0;0;;-29,566196;-21,620940;0,413083;8,358339;;-27,975387;-21,462738;2,091782;9,386652;
136, 23:30:35;11835035;0;0;0;0;;-36,544662;-25,083806;-2,039048;9,421808;;-34,294678;-23,923658;0,597652;9,571221;
136, 23:30:45;11835045;0;0;0;0;;-37,792700;-23,616043;3,946261;18,122918;;-37,168681;-24,574044;3,691380;15,758677;
136, 23:30:55;11835055;0;0;0;0;;-40,464556;-20,724462;5,238244;24,978338;;-40,824905;-20,583838;3,875949;25,980284;
136, 23:31:05;11835065;0;0;0;0;;-32,932383;-21,990078;8,525330;19,467635;;-33,995852;-22,174647;7,743109;19,379745;
136, 23:31:15;11835075;0;0;0;0;;-30,102325;-22,174647;8,622009;16,549687;;-29,794710;-21,111178;8,648376;17,050660;
136, 23:31:25;11835085;0;0;0;0;;-29,355260;-24,002759;8,173770;13,526271;;-30,796656;-25,628724;11,961829;16,268439;
136, 23:31:35;11835095;0;0;0;0;;-37,388406;-23,282061;0,791010;14,888566;;-36,738020;-23,589676;0,580074;13,860253;
136, 23:31:45;11835105;0;0;0;0;;-34,435302;-26,859184;9,175716;16,743045;;-34,769284;-26,428523;8,999936;17,498899;
136, 23:31:55;11835115;0;0;0;0;;-34,241944;-27,404102;9,808524;16,655155;;-35,050532;-27,992965;9,369074;16,496953;
136, 23:32:05;11835125;0;0;0;0;;-30,647243;-68,026860;-23,642410;-61,022027;;-31,394308;-32,633557;11,241131;15,679576;
136, 23:32:15;11835135;0;0;0;0;;-106,496313;-59,281805;-77,554136;-30,339628;;-107,471892;-73,519985;-94,402649;-61,892138;
136, 23:32:25;11835145;0;0;0;0;;-47,399077;-14,677630;33,828861;66,550308;;-56,926353;-15,582897;19,450057;63,676305;
136, 23:32:35;11835155;0;0;0;0;;0,571285;-7,066356;73,291471;65,653830;;-3,014627;-9,026303;73,177214;68,650879;
136, 23:32:45;11835165;0;0;0;0;;-1,801745;-5,097620;51,556274;48,260399;;1,494130;-6,055621;56,117765;49,780896;
136, 23:32:55;11835175;0;0;0;0;;-14,440327;-1,828112;22,394372;35,006587;;-12,796784;-0,905267;25,347476;36,861066;
136, 23:33:05;11835185;0;0;0;0;;-31,323996;-21,436371;9,940359;19,819195;;-28,959755;-18,087762;10,555589;21,489105;
136, 23:33:15;11835195;0;0;0;0;;-41,985053;-36,483139;7,664008;13,165922;;-43,637385;-36,219469;3,761692;12,998931;
136, 23:33:25;11835205;0;0;0;0;;-37,722388;-39,638390;6,706007;4,790005;;-36,623763;-39,067105;8,507752;7,189402;
136, 23:33:35;11835215;0;0;0;0;;-44,639331;-46,985994;-0,843744;-3,181618;;-44,753588;-45,447919;-0,861322;0,000000;
136, 23:33:45;11835225;0;0;0;0;;-46,915682;-45,597332;3,137673;4,456023;;-47,583646;-46,537755;1,494130;3,840793;
136, 23:33:55;11835235;0;0;0;0;;-48,541647;-41,343456;-1,274405;5,923786;;-46,678379;-41,747750;2,698223;4,754849;
136, 23:34:05;11835245;0;0;0;0;;-49,262345;-41,580759;-2,953104;4,728482;;-49,596327;-42,020209;-2,742168;4,974574;
136, 23:34:15;11835255;0;0;0;0;;-42,028998;-41,299511;11,592691;12,322178;;-43,435238;-42,486026;11,469645;11,205975;
136, 23:34:25;11835265;0;0;0;0;;-36,219469;-37,441140;17,903193;16,690311;;-36,210680;-38,047581;20,425636;18,931506;
136, 23:34:35;11835275;0;0;0;0;;-44,182303;-36,931378;-0,421872;6,829053;;-42,099310;-35,700918;0,588863;6,890576;
136, 23:34:55;11835295;0;0;0;0;;-47,486967;-42,380558;10,538011;15,644420;;-48,480124;-43,611018;11,777260;16,795779;
136, 23:35:05;11835305;0;0;0;0;;-52,584587;-41,958686;-2,258773;8,367128;;-52,057247;-41,528025;-0,298826;9,254817;
136, 23:35:15;11835315;0;0;0;0;;-34,619871;-28,406048;37,871801;44,085624;;-35,656973;-22,183436;34,778073;49,350235;
136, 23:35:25;11835325;0;0;0;0;;-57,954666;-120,646603;82,853903;20,170755;;-42,732118;-61,487844;19,063341;5,932575;
136, 23:35:35;11835335;0;0;0;0;;36,439194;-39,655968;86,510127;10,414965;;40,912795;-54,825782;106,118386;8,182559;
136, 23:35:45;11835345;0;0;0;0;;-52,215449;-8,331972;-47,996729;-4,122041;;-40,394244;-6,275346;-35,340569;-0,905267;
136, 23:35:55;11835355;0;0;0;0;;-110,451363;-32,572034;-90,368498;-12,480380;;-105,591046;-28,344525;-92,890941;-15,776255;
136, 23:36:05;11835365;0;0;0;0;;-108,842976;-50,826787;-48,717427;9,298762;;-112,710136;-50,097300;-55,977141;4,253876;
136, 23:36:15;11835375;0;0;0;0;;-86,228879;-55,054296;-11,425700;19,748883;;-90,078461;-57,190023;-12,647371;21,585784;
136, 23:36:25;11835385;0;0;0;0;;-62,718304;-52,997670;-1,248038;8,463807;;-65,908711;-53,498643;-1,810534;11,153241;
136, 23:36:35;11835395;0;0;0;0;;-53,191028;-48,286766;-1,678699;3,225563;;-53,911726;-47,038728;-4,561491;1,854479;
136, 23:36:45;11835405;0;0;0;0;;-47,214508;-55,915618;12,726472;4,025362;;-48,699849;-55,388278;9,808524;2,997049;
136, 23:36:55;11835415;0;0;0;0;;-39,902060;-52,918569;20,337746;7,312448;;-38,030003;-52,189082;18,175652;4,596647;
136, 23:37:05;11835425;0;0;0;0;;-43,892266;-47,847316;21,937344;17,982294;;-42,292668;-48,392234;23,554520;17,059449;
136, 23:37:15;11835435;0;0;0;0;;-50,747686;-45,175460;7,373971;12,946197;;-50,440071;-45,465497;9,070248;13,561427;
136, 23:37:25;11835445;0;0;0;0;;-48,190087;-44,612964;4,965785;8,542908;;-48,585592;-45,360029;5,721639;9,641533;
136, 23:37:35;11835455;0;0;0;0;;-47,460600;-42,231145;2,056626;7,286081;;-47,715481;-44,569019;6,038043;7,171824;
136, 23:37:45;11835465;0;0;0;0;;-58,684153;-42,793641;-11,443278;4,456023;;-55,748627;-39,488977;-11,531168;3,427710;
136, 23:37:55;11835475;0;0;0;0;;58,666575;-12,911041;212,307084;140,720679;;41,404979;-7,048778;203,359882;157,437357;
136, 23:38:05;11835485;0;0;0;0;;5,765584;-43,927422;35,867909;-13,825097;;26,692193;-43,356137;77,606870;5,176721;
136, 23:38:15;11835495;0;0;0;0;;-116,436672;-61,285697;-111,277529;-56,126554;;-106,645726;-59,185126;-102,207281;-56,161710;
136, 23:38:25;11835505;0;0;0;0;;-136,818363;-74,302206;-100,168233;-37,652076;;-138,470695;-73,880334;-106,434790;-41,677438;
136, 23:38:35;11835515;0;0;0;0;;-121,305778;-78,459403;-52,312128;-9,465753;;-123,757909;-77,615659;-61,373587;-14,220602;
136, 23:38:45;11835525;0;0;0;0;;-88,311872;-75,198684;-1,880846;11,232342;;-94,385071;-76,912539;-5,853474;10,915938;
136, 23:38:55;11835535;0;0;0;0;;-58,798410;-62,990763;9,079037;4,886684;;-60,257384;-63,948764;7,954045;4,192353;
136, 23:39:05;11835545;0;0;0;0;;-38,970426;-54,940039;28,265424;12,295811;;-40,851272;-55,783783;25,400210;11,372966;
136, 23:39:15;11835555;0;0;0;0;;-28,089644;-51,371705;32,475355;9,193294;;-28,239057;-52,338495;36,702864;12,137609;
136, 23:39:25;11835565;0;0;0;0;;-36,799543;-52,944936;14,721575;-1,423818;;-36,606185;-55,177342;18,755726;-0,298826;
136, 23:39:35;11835575;0;0;0;0;;-48,515280;-46,124672;-1,098625;1,291983;;-47,522123;-48,207665;2,091782;0,298826;
136, 23:39:45;11835585;0;0;0;0;;-56,355068;-52,602165;0,149413;3,902316;;-56,689050;-51,811155;0,000000;4,570280;
136, 23:39:55;11835595;0;0;0;0;;-57,242757;-62,252487;5,862263;0,861322;;-57,348225;-60,617733;4,429656;0,896478;
136, 23:40:05;11835605;0;0;0;0;;-59,642154;-67,288584;5,493125;-2,153305;;-61,391165;-67,218272;0,298826;-2,689434;
136, 23:40:15;11835615;0;0;0;0;;-50,466438;-67,604988;20,513526;3,374976;;-51,723265;-68,149906;19,599470;2,443342;
136, 23:40:25;11835625;0;0;0;0;;-50,782842;-65,855977;22,411950;7,347604;;-52,030880;-66,286638;22,359216;8,050724;
136, 23:40:35;11835635;0;0;0;0;;-50,712530;-65,864766;11,443278;-3,708958;;-50,044566;-66,102069;11,926673;-1,502919;
136, 23:40:45;11835645;0;0;0;0;;-43,988945;-60,020081;20,135599;4,104463;;-46,194984;-61,892138;20,926609;5,264611;
136, 23:40:55;11835655;0;0;0;0;;-43,611018;-58,191969;16,048714;1,458974;;-43,285825;-58,411694;17,375853;1,792956;
136, 23:41:05;11835665;0;0;0;0;;-45,852213;-61,654835;10,968672;-4,833950;;-45,474286;-61,637257;11,873939;-1,177726;
136, 23:41:15;11835675;0;0;0;0;;-56,399013;-60,925348;-2,197250;-6,714796;;-55,757416;-60,591366;0,896478;-6,011676;
136, 23:41:25;11835685;0;0;0;0;;-56,530848;-62,665570;0,571285;-5,563437;;-56,196866;-63,219277;3,322242;-3,919894;
136, 23:41:35;11835695;0;0;0;0;;-51,688109;-63,140176;8,912046;-2,548810;;-51,872678;-63,272011;9,615166;-1,819323;
136, 23:41:45;11835705;0;0;0;0;;-56,943931;-63,280800;0,035156;-6,301713;;-56,363857;-62,806194;1,520497;-6,134722;
136, 23:41:55;11835715;0;0;0;0;;-58,104079;-59,642154;-2,794902;-4,341766;;-57,084555;-58,772043;-2,329085;-3,155251;
136, 23:42:05;11835725;0;0;0;0;;-61,039605;-59,580631;-3,093728;-1,643543;;-60,573788;-60,934137;-4,798794;-1,766589;
136, 23:42:15;11835735;0;0;0;0;;-57,954666;-58,886300;3,454077;2,522443;;-58,227125;-57,286702;-0,606441;0,597652;
136, 23:42:25;11835745;0;0;0;0;;-52,813101;-65,073756;9,298762;-2,953104;;-51,925412;-64,783719;11,012617;-0,307615;
136, 23:42:35;11835755;0;0;0;0;;-52,030880;-66,611831;8,305605;-6,275346;;-52,400018;-66,919446;8,542908;-6,582961;
136, 23:42:45;11835765;0;0;0;0;;-49,666639;-66,163592;15,248915;-1,248038;;-48,383445;-65,926289;13,359280;-5,299767;
136, 23:42:55;11835775;0;0;0;0;;-49,921520;-60,784724;6,653273;-4,209931;;-50,615851;-61,549367;7,048778;-4,201142;
136, 23:43:05;11835785;0;0;0;0;;-52,769156;-56,486903;2,452131;-1,265616;;-52,575798;-57,075766;3,322242;-0,307615;
136, 23:43:15;11835795;0;0;0;0;;-51,011356;-57,629473;7,997990;1,379873;;-52,127559;-58,350171;8,323183;1,792956;
136, 23:43:25;11835805;0;0;0;0;;-49,903942;-60,195861;8,455018;-1,836901;;-49,736951;-59,932191;9,386652;-2,786113;
136, 23:43:35;11835815;0;0;0;0;;-53,735946;-62,067918;0,931634;-7,400338;;-52,690055;-61,470266;0,597652;-7,576118;
136, 23:43:45;11835825;0;0;0;0;;-58,692942;-60,986871;-3,568334;-5,862263;;-60,178283;-60,758357;-6,433548;-6,240190;
136, 23:43:55;11835835;0;0;0;0;;-50,835576;-62,691937;6,178667;-5,677694;;-51,538696;-62,700726;4,974574;-6,415970;
136, 23:44:05;11835845;0;0;0;0;;-47,117829;-59,694888;4,236298;-8,340761;;-46,950838;-59,018135;3,155251;-9,360285;
136, 23:44:15;11835855;0;0;0;0;;-45,465497;-59,536686;3,374976;-10,696213;;-44,375661;-59,158759;4,658170;-10,045827;
136, 23:44:25;11835865;0;0;0;0;;-52,074825;-63,236855;-4,605436;-15,767466;;-50,897099;-63,526892;-3,735325;-15,811411;
136, 23:44:35;11835875;0;0;0;0;;-55,326755;-66,972180;-1,599598;-13,245023;;-56,223233;-66,365739;-1,204093;-13,051665;
136, 23:44:45;11835885;0;0;0;0;;-52,830679;-67,358896;-0,799799;-15,328016;;-53,314074;-67,631355;-0,905267;-15,275282;
136, 23:44:55;11835895;0;0;0;0;;-52,268183;-62,428267;-3,427710;-13,587794;;-51,758421;-62,744671;-4,895473;-15,512585;
136, 23:45:05;11835905;0;0;0;0;;-50,026988;-59,809145;-1,573231;-11,355388;;-50,747686;-61,048394;-0,597652;-10,880782;
136, 23:45:15;11835915;0;0;0;0;;-53,525010;-60,661678;-4,289032;-11,416911;;-53,234973;-60,046448;-4,684537;-13,051665;
136, 23:45:25;11835925;0;0;0;0;;-53,331652;-53,595322;-6,372025;-6,635695;;-52,400018;-53,059193;-7,347604;-8,411073;
136, 23:45:35;11835935;0;0;0;0;;-43,681330;-56,478114;4,139619;-8,657165;;-44,982102;-57,225179;6,187456;-7,066356;
136, 23:45:45;11835945;0;0;0;0;;-49,209611;-61,479055;-3,990206;-16,259650;;-49,218400;-62,182175;-0,307615;-14,141501;
136, 23:45:55;11835955;0;0;0;0;;-50,123667;-64,555205;-7,022411;-21,453949;;-49,728162;-64,915554;-6,670851;-21,383637;
136, 23:46:05;11835965;0;0;0;0;;-48,207665;-56,820885;-9,623955;-18,237175;;-48,058252;-57,603106;-7,778265;-17,621945;
136, 23:46:15;11835975;0;0;0;0;;-15,556530;-67,569832;-15,820200;-67,833502;;-45,632488;-61,540578;-0,905267;-16,479375;
136, 23:46:25;11835985;0;0;0;0;;-30,541775;-105,881083;51,301393;-24,037915;;-29,451939;-130,332081;60,266173;-42,740907;
136, 23:46:35;11835995;0;0;0;0;;-53,340441;-33,345466;-13,833886;6,161089;;-50,308236;-34,918697;-3,199196;6,881787;
136, 23:46:45;11836005;0;0;0;0;;-64,722196;-39,418665;-34,962642;-9,659111;;-64,036654;-37,186259;-35,903065;-9,755790;
136, 23:46:55;11836015;0;0;0;0;;-61,637257;-53,076771;-26,270321;-17,709835;;-63,096231;-52,285761;-27,448047;-16,734256;
136, 23:47:05;11836025;0;0;0;0;;-56,390224;-58,666575;-15,354383;-17,630734;;-57,225179;-57,269124;-18,070184;-17,613156;
136, 23:47:15;11836035;0;0;0;0;;-49,323868;-61,821826;-14,431538;-26,929496;;-51,020145;-63,605993;-12,295811;-25,479311;
136, 23:47:25;11836045;0;0;0;0;;-50,299447;-63,772984;-7,830999;-21,313325;;-51,424439;-62,199753;-11,372966;-21,928555;
136, 23:47:35;11836055;0;0;0;0;;11,988196;-28,388470;119,161262;78,784596;;-6,143511;-30,779078;78,828541;57,541583;
136, 23:47:45;11836065;0;0;0;0;;48,427390;-52,294550;85,112676;-15,618053;;57,515216;-52,654899;116,972801;5,457969;
136, 23:47:55;11836075;0;0;0;0;;-64,361847;-57,734941;-81,236727;-74,609821;;-51,459595;-57,137289;-67,912603;-75,277785;
136, 23:48:05;11836085;0;0;0;0;;-108,799031;-73,080535;-96,643844;-60,925348;;-107,454314;-70,355945;-102,110602;-64,643095;
136, 23:48:15;11836095;0;0;0;0;;-96,098926;-78,327568;-58,648997;-40,877639;;-99,737572;-78,775807;-65,917500;-44,481129;
136, 23:48:25;11836105;0;0;0;0;;-69,652825;-72,852021;-30,067169;-33,257576;;-73,036590;-74,108848;-32,158951;-32,580823;
136, 23:48:35;11836115;0;0;0;0;;-52,136348;-68,791503;-14,747942;-31,411886;;-54,368754;-69,564935;-16,822146;-31,763446;
136, 23:48:45;11836125;0;0;0;0;;-36,641341;-66,488785;-4,359344;-34,206788;;-38,082737;-66,383317;-6,890576;-33,916751;
136, 23:48:55;11836135;0;0;0;0;;-38,003636;-67,631355;-5,545859;-35,173578;;-38,601288;-68,431154;-3,005838;-34,162843;
136, 23:49:05;11836145;0;0;0;0;;-34,224366;-63,544470;-3,410132;-32,721447;;-34,505614;-65,170435;-1,801745;-33,327888;
136, 23:49:15;11836155;0;0;0;0;;-32,651135;-57,682207;-5,352501;-30,392362;;-32,782970;-56,899986;-6,512649;-30,515408;
136, 23:49:25;11836165;0;0;0;0;;-36,219469;-59,993714;-5,361290;-29,135535;;-35,595450;-60,696834;-5,036097;-29,944123;
136, 23:49:35;11836175;0;0;0;0;;-37,845434;-65,899922;-5,835896;-33,899173;;-36,984112;-64,467315;-5,853474;-32,879649;
136, 23:49:45;11836185;0;0;0;0;;-36,711653;-65,794454;-13,385647;-42,468448;;-35,762441;-65,258325;-11,996985;-41,369823;
136, 23:49:55;11836195;0;0;0;0;;-42,468448;-66,128436;-13,939354;-37,599342;;-43,303403;-68,809081;-10,757736;-36,650130;
136, 23:50:05;11836205;0;0;0;0;;-33,582769;-58,271070;-6,486282;-31,174583;;-34,092531;-57,682207;-7,470650;-31,139427;
136, 23:50:15;11836215;0;0;0;0;;-34,857174;-64,045443;-10,019460;-39,207729;;-34,531981;-63,869663;-9,870047;-38,900114;
136, 23:50:25;11836225;0;0;0;0;;-37,511452;-63,342323;-12,875885;-38,706756;;-38,179416;-64,414581;-11,856361;-37,423562;
136, 23:50:35;11836235;0;0;0;0;;-33,951907;-61,971239;-13,552638;-41,580759;;-34,962642;-62,797405;-13,332913;-41,642282;
136, 23:50:45;11836245;0;0;0;0;;-37,212626;-63,307167;-20,320168;-46,423498;;-37,467507;-64,124544;-18,307487;-44,744799;
136, 23:50:55;11836255;0;0;0;0;;-42,635439;-66,611831;-26,630670;-50,607062;;-41,782906;-66,066913;-26,973441;-51,231081;
136, 23:51:05;11836265;0;0;0;0;;-40,060262;-68,141117;-15,952035;-44,032890;;-39,849326;-67,525887;-15,943246;-43,479183;
136, 23:51:15;11836275;0;0;0;0;;-32,352309;-67,877447;-12,726472;-48,242821;;-34,250733;-69,143063;-12,911041;-47,451811;
136, 23:51:25;11836285;0;0;0;0;;-32,782970;-65,029811;-17,454954;-49,701795;;-33,512457;-66,550308;-15,090713;-48,647115;
136, 23:51:35;11836295;0;0;0;0;;-34,997798;-63,377479;-20,557471;-48,928363;;-36,360093;-64,994655;-20,258645;-49,007464;
136, 23:51:45;11836305;0;0;0;0;;-38,328829;-61,189018;-24,433420;-47,293609;;-36,878644;-59,299383;-27,316212;-49,200822;
136, 23:51:55;11836315;0;0;0;0;;-28,326947;-64,326691;-4,499968;-40,499712;;-32,167740;-66,559097;-5,018519;-36,992901;
136, 23:52:05;11836325;0;0;0;0;;-25,259586;-62,718304;-15,213759;-52,663688;;-24,125805;-61,971239;-12,735261;-50,607062;
136, 23:52:15;11836335;0;0;0;0;;-25,892394;-64,265168;-17,200073;-55,572847;;-25,839660;-64,941921;-15,187392;-54,210552;
136, 23:52:25;11836345;0;0;0;0;;-29,267370;-64,405792;-16,400274;-51,538696;;-30,260527;-65,319848;-19,599470;-54,113873;
136, 23:52:35;11836355;0;0;0;0;;-26,252743;-54,061139;-23,993970;-51,811155;;-25,611146;-55,379489;-17,674679;-48,269188;
136, 23:52:45;11836365;0;0;0;0;;-37,678443;-58,455639;-31,227317;-52,004513;;-38,179416;-57,981033;-33,828861;-53,525010;
136, 23:52:55;11836375;0;0;0;0;;-31,403097;-63,192910;-19,212754;-51,002567;;-32,712658;-62,814983;-18,905139;-49,359024;
136, 23:53:05;11836385;0;0;0;0;;-26,929496;-60,538632;-13,016509;-46,625645;;-28,555461;-62,806194;-12,234288;-45,245772;
136, 23:53:15;11836395;0;0;0;0;;-18,254753;-55,854095;-6,908154;-44,507496;;-17,446165;-53,771102;-8,727477;-44,217459;
136, 23:53:25;11836405;0;0;0;0;;-18,940295;-51,529907;-19,142442;-51,732054;;-18,492056;-52,487908;-17,112183;-51,652953;
136, 23:53:35;11836415;0;0;0;0;;-23,580887;-53,217395;-24,468576;-54,113873;;-23,765456;-51,696898;-27,017386;-54,957617;
136, 23:53:45;11836425;0;0;0;0;;-50,466438;-76,824649;-15,222548;-41,580759;;-22,491051;-59,782778;-17,358275;-54,483011;
136, 23:53:55;11836435;0;0;0;0;;-88,505230;-58,640208;-132,494175;-102,629153;;-89,603855;-52,092403;-147,558521;-109,405472;
136, 23:54:05;11836445;0;0;0;0;;-28,643351;-79,619551;3,533178;-47,443022;;-40,455767;-80,955479;-12,849518;-51,037723;
136, 23:54:15;11836455;0;0;0;0;;24,969549;-66,242693;54,324809;-36,887433;;21,172701;-68,343264;53,305285;-35,780019;
136, 23:54:25;11836465;0;0;0;0;;26,076963;-54,061139;23,220538;-56,917564;;28,871865;-54,650002;28,933388;-54,948828;
136, 23:54:35;11836475;0;0;0;0;;0,870111;-56,249600;-2,021470;-59,141181;;4,376922;-57,251546;0,000000;-60,494687;
136, 23:54:45;11836485;0;0;0;0;;-12,612215;-54,597268;-19,221543;-61,197807;;-10,151295;-54,096295;-16,540898;-60,441953;
136, 23:54:55;11836495;0;0;0;0;;-22,939290;-55,150975;-27,404102;-59,615787;;-21,366059;-54,377543;-26,771294;-59,756411;
136, 23:55:05;11836505;0;0;0;0;;-27,281056;-51,292604;-30,155059;-54,166607;;-26,903129;-51,591430;-29,900178;-54,940039;
136, 23:55:25;11836525;0;0;0;0;;-20,821141;-52,558220;-27,263478;-59,000557;;-21,612151;-53,727157;-26,999808;-58,613841;
136, 23:55:35;11836535;0;0;0;0;;-24,398264;-55,484957;-32,062272;-63,140176;;-24,064282;-55,230076;-30,928491;-62,349166;
136, 23:55:45;11836545;0;0;0;0;;-24,284007;-57,242757;-32,492933;-65,451683;;-24,714668;-56,873619;-33,354255;-65,311059;
136, 23:55:55;11836555;0;0;0;0;;-21,032077;-56,794518;-32,229263;-67,982915;;-22,315271;-58,279859;-31,754657;-67,684089;
136, 23:56:05;11836565;0;0;0;0;;-19,696149;-56,117765;-28,036910;-64,458526;;-19,634626;-55,933196;-28,880654;-64,660673;
136, 23:56:15;11836575;0;0;0;0;;-18,641469;-50,941044;-27,351368;-59,659732;;-18,966662;-51,775999;-28,379681;-61,294486;
136, 23:56:25;11836585;0;0;0;0;;-18,474478;-41,062208;-30,453885;-53,041615;;-17,955927;-41,967475;-29,645297;-53,287707;
136, 23:56:35;11836595;0;0;0;0;;-17,920771;-45,570965;-32,492933;-60,143127;;-17,349486;-45,061203;-32,941172;-59,861879;
136, 23:56:45;11836605;0;0;0;0;;-16,910036;-52,479119;-30,928491;-66,497574;;-16,189338;-50,897099;-32,545667;-66,629409;
136, 23:56:55;11836615;0;0;0;0;;-17,911982;-54,588479;-30,735133;-67,420419;;-17,578000;-55,045507;-30,814234;-68,404787;
136, 23:57:05;11836625;0;0;0;0;;-13,622950;-50,774053;-25,909972;-63,061075;;-15,591686;-51,503540;-27,298634;-62,920451;
136, 23:57:15;11836635;0;0;0;0;;-15,345594;-48,163720;-35,287835;-68,105961;;-14,413960;-48,506491;-34,118898;-68,896971;
136, 23:57:25;11836645;0;0;0;0;;-76,543401;-59,993714;-36,966534;-20,425636;;-20,065287;-46,871737;-26,692193;-58,191969;
136, 23:57:35;11836655;0;0;0;0;;-100,168233;-33,055429;-175,736055;-108,623251;;-102,989502;-18,386588;-198,710501;-113,659348;
136, 23:57:45;11836665;0;0;0;0;;-6,855420;-72,667452;15,284071;-50,536750;;-21,550628;-73,476040;-6,125933;-56,732995;
136, 23:57:55;11836675;0;0;0;0;;55,045507;-52,857046;70,224110;-37,678443;;51,679320;-55,906829;71,472148;-36,518295;
136, 23:58:05;11836685;0;0;0;0;;53,173450;-38,812224;44,103202;-47,882472;;54,236919;-40,490923;52,567009;-41,589548;
136, 23:58:15;11836695;0;0;0;0;;26,824028;-37,467507;-2,504865;-66,796400;;30,682399;-36,896222;2,724590;-65,223169;
136, 23:58:25;11836705;0;0;0;0;;2,100571;-44,305349;-26,744927;-73,150847;;5,941364;-43,285825;-24,178539;-71,806130;
136, 23:58:35;11836715;0;0;0;0;;-10,467699;-43,769220;-38,882536;-72,184057;;-8,375917;-45,465497;-35,472404;-72,289525;
136, 23:58:45;11836725;0;0;0;0;;-19,546736;-47,820949;-38,240939;-66,523941;;-17,507688;-45,755534;-40,868850;-69,107907;
136, 23:58:55;11836735;0;0;0;0;;-20,698095;-54,368754;-33,969485;-67,640144;;-22,877767;-57,260335;-30,489041;-65,082545;
136, 23:59:05;11836745;0;0;0;0;;-18,456900;-45,043625;-40,130574;-66,717299;;-18,808460;-46,089516;-39,102261;-66,233904;
136, 23:59:15;11836755;0;0;0;0;;-15,389539;-44,876634;-37,186259;-66,673354;;-15,732310;-45,078781;-37,063213;-66,040546;
136, 23:59:25;11836765;0;0;0;0;;-9,456964;-43,716486;-31,684345;-65,935078;;-10,810470;-43,945000;-32,238052;-65,724142;
